縣市,行政區別,鄰里,區域別代碼,總統候選人1,總統候選人1_得票數,總統候選人2,總統候選人2_得票數,總統候選人3,總統候選人3_得票數,總統候選人4,總統候選人4_得票數,總統候選人5,總統候選人5_得票數,總統候選人6,總統候選人6_得票數,總統候選人7,總統候選人7_得票數,總統候選人8,總統候選人8_得票數,總統候選人9,總統候選人9_得票數,總統候選人10,總統候選人10_得票數,總統候選人有效票數A,總統候選人無效票數B,總統候選人投票數C,總統候選人選舉人數G,區域立委候選人1＿候選人名稱,區域立委候選人1＿黨籍,區域立委候選人1_得票數,區域立委候選人2＿候選人名稱,區域立委候選人2＿黨籍,區域立委候選人2_得票數,區域立委候選人3＿候選人名稱,區域立委候選人3＿黨籍,區域立委候選人3_得票數,區域立委候選人4＿候選人名稱,區域立委候選人4＿黨籍,區域立委候選人4_得票數,區域立委候選人5＿候選人名稱,區域立委候選人5＿黨籍,區域立委候選人5_得票數,區域立委候選人6＿候選人名稱,區域立委候選人6＿黨籍,區域立委候選人6_得票數,區域立委候選人7＿候選人名稱,區域立委候選人7＿黨籍,區域立委候選人7_得票數,區域立委候選人8＿候選人名稱,區域立委候選人8＿黨籍,區域立委候選人8_得票數,區域立委候選人9＿候選人名稱,區域立委候選人9＿黨籍,區域立委候選人9_得票數,區域立委候選人10＿候選人名稱,區域立委候選人10＿黨籍,區域立委候選人10_得票數,區域立委候選人11＿候選人名稱,區域立委候選人11＿黨籍,區域立委候選人11_得票數,區域立委候選人12＿候選人名稱,區域立委候選人12＿黨籍,區域立委候選人12_得票數,區域立委有效票數A,區域立委無效票數B,區域立委投票數C,區域立委選舉人數G,"不分區政黨(1)

民主進步黨","不分區政黨(2)

親民黨","不分區政黨(3)

自由台灣黨","不分區政黨(4)

和平鴿聯盟黨","不分區政黨(5)

軍公教聯盟黨","不分區政黨(6)

民國黨","不分區政黨(7)

信心希望聯盟","不分區政黨(8)

中華統一促進黨","不分區政黨(9)

中國國民黨","不分區政黨(10)

台灣團結聯盟","不分區政黨(11)

時代力量","不分區政黨(12)

大愛憲改聯盟","不分區政黨(13)

綠黨社會民主黨聯盟","不分區政黨(14)

台灣獨立黨","不分區政黨(15)

無黨團結聯盟","不分區政黨(16)

新黨","不分區政黨(17)

健保免費連線","不分區政黨(18)

樹黨",不分區政黨有效票數A,不分區政黨無效票數B,不分區政黨投票數C,不分區政黨選舉人數G
臺北市,大安區,龍安里,63000030015,朱立倫/王如玄,1411,蔡英文/陳建仁,1725,宋楚瑜/徐欣瑩,351,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,陳家宏,無黨籍,52,蔣乃辛,中國國民黨,1519,古文發,無黨籍,2,吳旭智,無黨籍,82,范雲,無黨籍,1305,龎維良,無黨籍,92,趙衍慶,無黨籍,53,林珍妤,無黨籍,25,周芳如,無黨籍,74,蔣慰慈,無黨籍,8,鄭村棋,無黨籍,110,曾獻瑩,無黨籍,119,0,0,0,0,1220,189,9,2,28,51,125,23,982,69,219,4,141,1,4,373,3,41,0,0,0,0
臺北市,大安區,龍泉里,63000030012,朱立倫/王如玄,1021,蔡英文/陳建仁,1354,宋楚瑜/徐欣瑩,268,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,陳家宏,無黨籍,20,蔣乃辛,中國國民黨,1014,古文發,無黨籍,2,吳旭智,無黨籍,82,范雲,無黨籍,947,龎維良,無黨籍,315,趙衍慶,無黨籍,43,林珍妤,無黨籍,17,周芳如,無黨籍,40,蔣慰慈,無黨籍,1,鄭村棋,無黨籍,65,曾獻瑩,無黨籍,75,0,0,0,0,1005,133,5,1,21,42,78,12,769,55,143,2,124,3,12,214,5,33,0,0,0,0
臺北市,大安區,龍淵里,63000030040,朱立倫/王如玄,2055,蔡英文/陳建仁,2532,宋楚瑜/徐欣瑩,526,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,陳家宏,無黨籍,73,蔣乃辛,中國國民黨,2309,古文發,無黨籍,5,吳旭智,無黨籍,180,范雲,無黨籍,1836,龎維良,無黨籍,86,趙衍慶,無黨籍,109,林珍妤,無黨籍,33,周芳如,無黨籍,151,蔣慰慈,無黨籍,2,鄭村棋,無黨籍,127,曾獻瑩,無黨籍,162,0,0,0,0,1736,254,8,1,41,79,186,23,1464,114,316,3,268,6,15,562,4,66,0,0,0,0
臺北市,大安區,龍生里,63000030028,朱立倫/王如玄,1627,蔡英文/陳建仁,1648,宋楚瑜/徐欣瑩,342,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,陳家宏,無黨籍,46,蔣乃辛,中國國民黨,1663,古文發,無黨籍,6,吳旭智,無黨籍,176,范雲,無黨籍,1197,龎維良,無黨籍,86,趙衍慶,無黨籍,64,林珍妤,無黨籍,17,周芳如,無黨籍,85,蔣慰慈,無黨籍,2,鄭村棋,無黨籍,108,曾獻瑩,無黨籍,146,0,0,0,0,1186,171,4,2,21,57,148,22,1127,51,202,3,152,7,18,421,6,47,0,0,0,0
臺北市,大安區,龍門里,63000030041,朱立倫/王如玄,1003,蔡英文/陳建仁,1174,宋楚瑜/徐欣瑩,198,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,陳家宏,無黨籍,23,蔣乃辛,中國國民黨,983,古文發,無黨籍,3,吳旭智,無黨籍,67,范雲,無黨籍,946,龎維良,無黨籍,49,趙衍慶,無黨籍,42,林珍妤,無黨籍,17,周芳如,無黨籍,46,蔣慰慈,無黨籍,2,鄭村棋,無黨籍,57,曾獻瑩,無黨籍,128,0,0,0,0,817,89,2,2,8,43,136,20,659,55,139,1,135,3,1,257,2,22,0,0,0,0
臺北市,大安區,龍陣里,63000030026,朱立倫/王如玄,866,蔡英文/陳建仁,1013,宋楚瑜/徐欣瑩,196,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,陳家宏,無黨籍,33,蔣乃辛,中國國民黨,919,古文發,無黨籍,0,吳旭智,無黨籍,125,范雲,無黨籍,741,龎維良,無黨籍,27,趙衍慶,無黨籍,33,林珍妤,無黨籍,18,周芳如,無黨籍,49,蔣慰慈,無黨籍,3,鄭村棋,無黨籍,43,曾獻瑩,無黨籍,57,0,0,0,0,715,88,2,3,16,48,66,16,595,51,118,0,95,3,9,220,5,30,0,0,0,0
臺北市,大安區,龍雲里,63000030027,朱立倫/王如玄,1155,蔡英文/陳建仁,1338,宋楚瑜/徐欣瑩,235,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,陳家宏,無黨籍,34,蔣乃辛,中國國民黨,1209,古文發,無黨籍,2,吳旭智,無黨籍,131,范雲,無黨籍,985,龎維良,無黨籍,38,趙衍慶,無黨籍,46,林珍妤,無黨籍,27,周芳如,無黨籍,68,蔣慰慈,無黨籍,3,鄭村棋,無黨籍,73,曾獻瑩,無黨籍,76,0,0,0,0,999,97,5,3,8,42,78,24,838,45,128,5,106,1,6,300,6,35,0,0,0,0
臺北市,文山區,博嘉里,63000080034,朱立倫/王如玄,1354,蔡英文/陳建仁,1479,宋楚瑜/徐欣瑩,353,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,李慶元,無黨籍,1303,賴樹聲,無黨籍,25,苗博雅,無黨籍,364,賴士葆,中國國民黨,1394,陳如聖,無黨籍,19,方景鈞,無黨籍,14,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,1109,186,5,8,18,37,81,40,1042,38,179,7,104,8,19,268,7,24,0,0,0,0
臺北市,文山區,忠順里,63000080038,朱立倫/王如玄,1208,蔡英文/陳建仁,889,宋楚瑜/徐欣瑩,257,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,李慶元,無黨籍,725,賴樹聲,無黨籍,17,苗博雅,無黨籍,273,賴士葆,中國國民黨,1285,陳如聖,無黨籍,16,方景鈞,無黨籍,14,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,634,131,4,3,16,37,77,26,797,26,133,6,94,3,5,339,0,30,0,0,0,0
臺北市,文山區,指南里,63000080036,朱立倫/王如玄,747,蔡英文/陳建仁,1114,宋楚瑜/徐欣瑩,281,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,李慶元,無黨籍,1086,賴樹聲,無黨籍,12,苗博雅,無黨籍,251,賴士葆,中國國民黨,739,陳如聖,無黨籍,10,方景鈞,無黨籍,16,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,849,144,10,12,16,21,63,13,560,42,109,1,117,4,1,156,5,26,0,0,0,0
臺北市,文山區,政大里,63000080040,朱立倫/王如玄,1670,蔡英文/陳建仁,1719,宋楚瑜/徐欣瑩,415,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,李慶元,無黨籍,1371,賴樹聲,無黨籍,19,苗博雅,無黨籍,539,賴士葆,中國國民黨,1827,陳如聖,無黨籍,15,方景鈞,無黨籍,26,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,1149,223,5,11,27,55,148,31,1120,62,277,1,222,5,11,428,4,59,0,0,0,0
臺北市,文山區,明義里,63000080025,朱立倫/王如玄,1047,蔡英文/陳建仁,796,宋楚瑜/徐欣瑩,210,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,李慶元,無黨籍,714,賴樹聲,無黨籍,14,苗博雅,無黨籍,161,賴士葆,中國國民黨,1090,陳如聖,無黨籍,8,方景鈞,無黨籍,9,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,587,123,7,7,15,35,39,11,816,30,85,2,54,6,4,177,8,14,0,0,0,0
臺北市,文山區,明興里,63000080026,朱立倫/王如玄,1790,蔡英文/陳建仁,1669,宋楚瑜/徐欣瑩,453,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,李慶元,無黨籍,1390,賴樹聲,無黨籍,25,苗博雅,無黨籍,429,賴士葆,中國國民黨,1969,陳如聖,無黨籍,15,方景鈞,無黨籍,22,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,1211,228,8,7,37,41,123,11,1350,71,229,0,161,5,12,386,8,31,0,0,0,0
臺北市,文山區,景仁里,63000080005,朱立倫/王如玄,1138,蔡英文/陳建仁,1207,宋楚瑜/徐欣瑩,338,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,李慶元,無黨籍,955,賴樹聲,無黨籍,18,苗博雅,無黨籍,352,賴士葆,中國國民黨,1274,陳如聖,無黨籍,7,方景鈞,無黨籍,31,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,849,167,4,4,23,39,73,20,858,49,184,1,98,2,11,257,6,46,0,0,0,0
臺北市,文山區,景慶里,63000080004,朱立倫/王如玄,1508,蔡英文/陳建仁,1736,宋楚瑜/徐欣瑩,429,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,李慶元,無黨籍,1379,賴樹聲,無黨籍,26,苗博雅,無黨籍,444,賴士葆,中國國民黨,1701,陳如聖,無黨籍,16,方景鈞,無黨籍,50,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,1246,207,5,7,26,56,105,29,1163,62,231,2,155,12,5,317,12,31,0,0,0,0
臺北市,文山區,景東里,63000080002,朱立倫/王如玄,1836,蔡英文/陳建仁,1592,宋楚瑜/徐欣瑩,461,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,李慶元,無黨籍,1299,賴樹聲,無黨籍,23,苗博雅,無黨籍,450,賴士葆,中國國民黨,1966,陳如聖,無黨籍,25,方景鈞,無黨籍,80,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,1137,232,13,5,29,60,128,23,1366,66,219,6,133,1,7,428,12,43,0,0,0,0
臺北市,文山區,景美里,63000080003,朱立倫/王如玄,1228,蔡英文/陳建仁,1374,宋楚瑜/徐欣瑩,338,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,李慶元,無黨籍,1103,賴樹聲,無黨籍,16,苗博雅,無黨籍,384,賴士葆,中國國民黨,1396,陳如聖,無黨籍,9,方景鈞,無黨籍,22,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,987,172,7,1,47,44,82,15,908,58,167,2,113,5,3,293,8,39,0,0,0,0
臺北市,文山區,景華里,63000080006,朱立倫/王如玄,1438,蔡英文/陳建仁,1524,宋楚瑜/徐欣瑩,394,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,李慶元,無黨籍,1170,賴樹聲,無黨籍,21,苗博雅,無黨籍,431,賴士葆,中國國民黨,1642,陳如聖,無黨籍,12,方景鈞,無黨籍,43,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,1085,193,11,9,30,58,96,23,1042,71,200,3,140,7,9,348,7,27,0,0,0,0
臺北市,文山區,景行里,63000080001,朱立倫/王如玄,1406,蔡英文/陳建仁,2007,宋楚瑜/徐欣瑩,405,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,李慶元,無黨籍,1552,賴樹聲,無黨籍,23,苗博雅,無黨籍,540,賴士葆,中國國民黨,1557,陳如聖,無黨籍,11,方景鈞,無黨籍,73,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,1529,219,5,5,21,57,108,21,1062,77,230,3,136,7,9,281,6,51,0,0,0,0
臺北市,文山區,木新里,63000080028,朱立倫/王如玄,2032,蔡英文/陳建仁,2566,宋楚瑜/徐欣瑩,521,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,李慶元,無黨籍,2162,賴樹聲,無黨籍,43,苗博雅,無黨籍,607,賴士葆,中國國民黨,2196,陳如聖,無黨籍,20,方景鈞,無黨籍,35,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,1856,280,21,5,28,60,138,31,1567,104,347,4,179,9,14,402,20,56,0,0,0,0
臺北市,文山區,木柵里,63000080027,朱立倫/王如玄,2567,蔡英文/陳建仁,1930,宋楚瑜/徐欣瑩,554,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,李慶元,無黨籍,1580,賴樹聲,無黨籍,28,苗博雅,無黨籍,578,賴士葆,中國國民黨,2736,陳如聖,無黨籍,21,方景鈞,無黨籍,53,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,1335,301,6,9,33,66,155,46,1874,62,268,7,223,7,11,585,8,59,0,0,0,0
臺北市,文山區,樟文里,63000080041,朱立倫/王如玄,1482,蔡英文/陳建仁,1673,宋楚瑜/徐欣瑩,399,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,李慶元,無黨籍,1363,賴樹聲,無黨籍,20,苗博雅,無黨籍,425,賴士葆,中國國民黨,1619,陳如聖,無黨籍,24,方景鈞,無黨籍,27,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,1253,203,8,10,20,69,69,17,1095,63,207,6,115,5,10,341,17,39,0,0,0,0
臺北市,文山區,樟新里,63000080031,朱立倫/王如玄,1327,蔡英文/陳建仁,1396,宋楚瑜/徐欣瑩,357,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,李慶元,無黨籍,1055,賴樹聲,無黨籍,14,苗博雅,無黨籍,411,賴士葆,中國國民黨,1535,陳如聖,無黨籍,22,方景鈞,無黨籍,30,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,975,168,4,3,37,38,84,19,993,41,193,6,136,3,5,345,13,45,0,0,0,0
臺北市,文山區,樟林里,63000080030,朱立倫/王如玄,2226,蔡英文/陳建仁,1969,宋楚瑜/徐欣瑩,588,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,李慶元,無黨籍,1653,賴樹聲,無黨籍,23,苗博雅,無黨籍,560,賴士葆,中國國民黨,2422,陳如聖,無黨籍,23,方景鈞,無黨籍,59,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,1407,279,10,10,19,60,139,42,1645,79,307,5,194,11,12,515,11,57,0,0,0,0
臺北市,文山區,樟樹里,63000080043,朱立倫/王如玄,1162,蔡英文/陳建仁,1309,宋楚瑜/徐欣瑩,308,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,李慶元,無黨籍,1049,賴樹聲,無黨籍,13,苗博雅,無黨籍,338,賴士葆,中國國民黨,1297,陳如聖,無黨籍,18,方景鈞,無黨籍,16,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,964,187,6,7,15,41,61,17,865,47,160,1,103,4,7,260,6,24,0,0,0,0
臺北市,文山區,樟腳里,63000080032,朱立倫/王如玄,1346,蔡英文/陳建仁,1547,宋楚瑜/徐欣瑩,349,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,李慶元,無黨籍,1273,賴樹聲,無黨籍,21,苗博雅,無黨籍,393,賴士葆,中國國民黨,1467,陳如聖,無黨籍,12,方景鈞,無黨籍,13,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,1139,176,9,7,26,30,87,32,1008,55,204,6,116,4,10,283,8,32,0,0,0,0
臺北市,文山區,老泉里,63000080037,朱立倫/王如玄,134,蔡英文/陳建仁,339,宋楚瑜/徐欣瑩,42,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,李慶元,無黨籍,337,賴樹聲,無黨籍,5,苗博雅,無黨籍,40,賴士葆,中國國民黨,117,陳如聖,無黨籍,0,方景鈞,無黨籍,4,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,302,19,2,4,1,9,1,1,108,10,24,0,7,1,2,8,4,3,0,0,0,0
臺北市,文山區,興光里,63000080014,朱立倫/王如玄,910,蔡英文/陳建仁,836,宋楚瑜/徐欣瑩,189,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,李慶元,無黨籍,666,賴樹聲,無黨籍,9,苗博雅,無黨籍,227,賴士葆,中國國民黨,980,陳如聖,無黨籍,5,方景鈞,無黨籍,16,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,573,134,2,5,16,21,52,12,640,42,114,1,79,1,9,205,3,20,0,0,0,0
臺北市,文山區,興安里,63000080018,朱立倫/王如玄,1867,蔡英文/陳建仁,1412,宋楚瑜/徐欣瑩,441,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,李慶元,無黨籍,1122,賴樹聲,無黨籍,20,苗博雅,無黨籍,439,賴士葆,中國國民黨,2061,陳如聖,無黨籍,10,方景鈞,無黨籍,38,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,967,258,11,6,21,47,118,15,1320,48,199,5,163,1,7,505,5,38,0,0,0,0
臺北市,文山區,興家里,63000080015,朱立倫/王如玄,1984,蔡英文/陳建仁,1812,宋楚瑜/徐欣瑩,561,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,李慶元,無黨籍,1457,賴樹聲,無黨籍,27,苗博雅,無黨籍,483,賴士葆,中國國民黨,2274,陳如聖,無黨籍,16,方景鈞,無黨籍,34,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,1294,273,13,9,25,55,170,28,1483,65,231,7,175,7,5,455,10,69,0,0,0,0
臺北市,文山區,興得里,63000080016,朱立倫/王如玄,1600,蔡英文/陳建仁,1470,宋楚瑜/徐欣瑩,373,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,李慶元,無黨籍,1145,賴樹聲,無黨籍,33,苗博雅,無黨籍,393,賴士葆,中國國民黨,1784,陳如聖,無黨籍,13,方景鈞,無黨籍,33,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,1037,184,16,8,31,54,99,23,1186,48,214,2,133,6,14,337,6,47,0,0,0,0
臺北市,文山區,興旺里,63000080020,朱立倫/王如玄,2187,蔡英文/陳建仁,1810,宋楚瑜/徐欣瑩,578,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,李慶元,無黨籍,1432,賴樹聲,無黨籍,29,苗博雅,無黨籍,547,賴士葆,中國國民黨,2453,陳如聖,無黨籍,14,方景鈞,無黨籍,23,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,1215,306,11,10,40,78,192,30,1550,67,296,1,157,2,12,527,6,86,0,0,0,0
臺北市,文山區,興昌里,63000080022,朱立倫/王如玄,1756,蔡英文/陳建仁,1485,宋楚瑜/徐欣瑩,483,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,李慶元,無黨籍,1108,賴樹聲,無黨籍,20,苗博雅,無黨籍,485,賴士葆,中國國民黨,2006,陳如聖,無黨籍,29,方景鈞,無黨籍,21,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,1009,233,6,9,26,49,228,24,1142,52,216,4,169,7,18,478,9,58,0,0,0,0
臺北市,文山區,興業里,63000080017,朱立倫/王如玄,1568,蔡英文/陳建仁,1202,宋楚瑜/徐欣瑩,353,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,李慶元,無黨籍,970,賴樹聲,無黨籍,15,苗博雅,無黨籍,346,賴士葆,中國國民黨,1740,陳如聖,無黨籍,15,方景鈞,無黨籍,26,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,836,175,5,2,20,32,91,21,1112,45,186,2,120,0,6,426,5,37,0,0,0,0
臺北市,文山區,興泰里,63000080021,朱立倫/王如玄,1069,蔡英文/陳建仁,1000,宋楚瑜/徐欣瑩,266,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,李慶元,無黨籍,762,賴樹聲,無黨籍,13,苗博雅,無黨籍,294,賴士葆,中國國民黨,1192,陳如聖,無黨籍,18,方景鈞,無黨籍,19,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,726,130,3,3,19,34,99,16,774,44,123,0,93,4,8,237,1,28,0,0,0,0
臺北市,文山區,興福里,63000080019,朱立倫/王如玄,1345,蔡英文/陳建仁,1537,宋楚瑜/徐欣瑩,363,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,李慶元,無黨籍,1226,賴樹聲,無黨籍,16,苗博雅,無黨籍,391,賴士葆,中國國民黨,1526,陳如聖,無黨籍,19,方景鈞,無黨籍,41,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,1113,164,6,2,19,46,106,13,1038,58,202,1,125,4,10,302,2,39,0,0,0,0
臺北市,文山區,興豐里,63000080013,朱立倫/王如玄,1328,蔡英文/陳建仁,1236,宋楚瑜/徐欣瑩,307,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,李慶元,無黨籍,960,賴樹聲,無黨籍,11,苗博雅,無黨籍,341,賴士葆,中國國民黨,1480,陳如聖,無黨籍,15,方景鈞,無黨籍,30,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,922,146,6,5,22,40,76,25,964,34,157,6,106,5,4,325,5,36,0,0,0,0
臺北市,文山區,興邦里,63000080042,朱立倫/王如玄,1399,蔡英文/陳建仁,1050,宋楚瑜/徐欣瑩,335,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,李慶元,無黨籍,797,賴樹聲,無黨籍,11,苗博雅,無黨籍,310,賴士葆,中國國民黨,1589,陳如聖,無黨籍,17,方景鈞,無黨籍,21,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,731,149,5,3,27,24,96,20,971,37,179,3,115,2,7,381,5,34,0,0,0,0
臺北市,文山區,華興里,63000080024,朱立倫/王如玄,2301,蔡英文/陳建仁,2132,宋楚瑜/徐欣瑩,610,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,李慶元,無黨籍,1785,賴樹聲,無黨籍,26,苗博雅,無黨籍,645,賴士葆,中國國民黨,2451,陳如聖,無黨籍,26,方景鈞,無黨籍,44,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,1488,326,11,11,31,97,166,30,1678,72,305,6,192,9,9,551,17,54,0,0,0,0
臺北市,文山區,萬和里,63000080011,朱立倫/王如玄,1133,蔡英文/陳建仁,587,宋楚瑜/徐欣瑩,222,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,李慶元,無黨籍,460,賴樹聲,無黨籍,9,苗博雅,無黨籍,187,賴士葆,中國國民黨,1227,陳如聖,無黨籍,6,方景鈞,無黨籍,16,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,414,112,6,5,8,21,58,17,843,21,76,3,68,1,4,257,6,21,0,0,0,0
臺北市,文山區,萬年里,63000080010,朱立倫/王如玄,1280,蔡英文/陳建仁,1543,宋楚瑜/徐欣瑩,332,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,李慶元,無黨籍,1147,賴樹聲,無黨籍,22,苗博雅,無黨籍,458,賴士葆,中國國民黨,1470,陳如聖,無黨籍,10,方景鈞,無黨籍,29,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,1101,163,14,4,18,39,87,17,969,78,193,1,149,4,7,287,18,45,0,0,0,0
臺北市,文山區,萬有里,63000080007,朱立倫/王如玄,1372,蔡英文/陳建仁,1380,宋楚瑜/徐欣瑩,370,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,李慶元,無黨籍,1129,賴樹聲,無黨籍,16,苗博雅,無黨籍,398,賴士葆,中國國民黨,1496,陳如聖,無黨籍,13,方景鈞,無黨籍,39,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,989,176,13,1,27,39,118,19,1012,47,197,2,132,6,9,321,11,21,0,0,0,0
臺北市,文山區,萬盛里,63000080012,朱立倫/王如玄,1301,蔡英文/陳建仁,1169,宋楚瑜/徐欣瑩,316,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,李慶元,無黨籍,879,賴樹聲,無黨籍,10,苗博雅,無黨籍,391,賴士葆,中國國民黨,1427,陳如聖,無黨籍,17,方景鈞,無黨籍,28,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,786,162,8,3,21,34,117,17,921,55,185,2,118,7,9,316,8,29,0,0,0,0
臺北市,文山區,萬祥里,63000080008,朱立倫/王如玄,1122,蔡英文/陳建仁,1269,宋楚瑜/徐欣瑩,264,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,李慶元,無黨籍,999,賴樹聲,無黨籍,14,苗博雅,無黨籍,349,賴士葆,中國國民黨,1233,陳如聖,無黨籍,14,方景鈞,無黨籍,24,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,932,152,9,1,26,40,79,8,817,50,151,1,109,3,2,253,2,38,0,0,0,0
臺北市,文山區,萬美里,63000080039,朱立倫/王如玄,1765,蔡英文/陳建仁,1711,宋楚瑜/徐欣瑩,496,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,李慶元,無黨籍,1338,賴樹聲,無黨籍,19,苗博雅,無黨籍,531,賴士葆,中國國民黨,1952,陳如聖,無黨籍,17,方景鈞,無黨籍,37,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,1177,256,5,5,28,59,159,45,1248,72,231,0,194,4,10,443,14,51,0,0,0,0
臺北市,文山區,萬興里,63000080035,朱立倫/王如玄,1958,蔡英文/陳建仁,2232,宋楚瑜/徐欣瑩,449,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,李慶元,無黨籍,1943,賴樹聲,無黨籍,23,苗博雅,無黨籍,634,賴士葆,中國國民黨,1986,陳如聖,無黨籍,16,方景鈞,無黨籍,24,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,1541,253,11,3,40,57,162,30,1353,88,292,4,266,5,9,485,9,53,0,0,0,0
臺北市,文山區,萬芳里,63000080033,朱立倫/王如玄,2038,蔡英文/陳建仁,1848,宋楚瑜/徐欣瑩,573,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,李慶元,無黨籍,1543,賴樹聲,無黨籍,37,苗博雅,無黨籍,522,賴士葆,中國國民黨,2185,陳如聖,無黨籍,23,方景鈞,無黨籍,32,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,1277,292,9,5,35,59,191,31,1466,71,276,0,191,15,9,503,7,61,0,0,0,0
